xAcc,yAcc,zAcc,xGyro,yGyro,zGyro,label
-0.96,7.2,-2.09,9.34,23.13,11.47,light
-6.49,9.84,-5.42,2.81,15.01,-17.46,light
-5.25,8.8,-4.1,9.03,-8.3,-22.28,light
-3.08,6.73,-2.71,5.37,-30.52,-11.35,light
-2.22,6.66,-3.08,15.93,-43.21,-6.04,light
-0.99,7.83,-3.25,23.86,-49.26,0.73,light
-1.51,8.79,-3.34,19.17,-45.29,12.39,light
-2.58,7.55,-3.29,9.77,-49.99,12.33,light
-2.96,8.6,-3.2,12.82,-56.58,10.93,light
-2.22,10.03,-3.94,7.69,-55.85,14.34,light
-5.44,10.19,-8.3,17.27,-60.36,28.69,light
-10.9,9.21,-6.89,64.58,-36.99,9.22,light
-4.18,6.54,-2.13,17.46,-108.7,11.23,light
-2.27,2.97,-2.99,18.55,-95.58,38.15,light
-3.4,6.9,-5.56,48.28,-84.17,65.12,light
-4.49,10.13,-4.92,55.97,-82.4,57.25,light
-4.95,8.22,-2.61,21.55,-87.46,47.73,light
-3.68,5.96,-2.77,17.03,-89.97,53.47,light
-2.93,8.2,-3.58,29.36,-76.6,52.19,light
-2.45,9.18,-3.58,13.92,-57.56,40.41,light
-2.48,6.98,-3.76,-1.83,-45.84,35.89,light
-4,12.08,-8.47,24.29,-34.06,33.2,light
-1.19,7.02,-5.73,47.73,-55.48,55.73,light
-3.63,7.89,-0.54,15.08,-35.83,22.95,light
-4.39,7.5,-2.99,-5.25,-53.71,23.86,light
-3.03,8.77,-8.25,23.25,-56.15,19.59,light
-5.23,6.73,-4.54,36.32,-59.94,26.92,light
-3.23,8.58,-4.25,33.45,-78.98,17.7,light
-2.29,5.98,-5.33,30.88,-81.42,12.21,light
-2.32,8.01,-3.58,53.47,-72.51,5.74,light
-1.9,8.39,-5.14,42.97,-68.6,7.32,light
-4.17,9.05,-5.1,37.29,-60.61,-0.49,light
-4.98,7.78,-4.91,33.2,-71.78,-5.49,light
-4.88,6.74,-5.08,29.11,-81.73,-8.61,light
-5.96,7.59,-5.89,34.79,-86.36,-8.54,light
-6.16,7.86,-4.83,35.28,-104.25,2.5,light
-3.12,6.33,-4.86,43.46,-105.29,20.08,light
-2.77,6.09,-4.54,54.44,-81.36,47.91,light
-5.71,7.72,-3.34,46.39,-31.86,67.93,light
-5.63,8.31,-3.73,10.13,-15.38,73.3,light
-5.57,4.98,-1.87,-7.39,-13.55,56.52,light
-5.56,5.82,-2.09,8.36,-24.9,42.66,light
-5.97,6.73,-3.06,19.71,-39,33.87,light
-4.75,7.79,-3.41,12.57,-40.34,15.93,light
-4.39,8.59,-3.47,14.95,-39.55,28.93,light
-5.32,9.63,-2.73,6.23,-32.53,34.18,light
-5.45,9.85,-4.67,-4.64,-28.26,36.74,light
-5.54,10.95,-6.22,5.13,-28.14,36.07,light
-2.62,9.33,-5.53,4.76,-23.07,23.8,light
0.26,6.76,-4.24,-4.27,-11.9,15.63,light
0.26,6.07,-4,1.22,6.16,22.64,light
-3.56,7.88,-4.49,5.07,10.44,24.54,light
-4.93,8.69,-4.42,7.32,-2.99,15.01,light
-3.06,7.99,-3.18,4.7,-15.26,10.31,light
-1.2,7.19,-3.12,4.52,-17.58,13.92,light
-2.64,7.72,-2.88,10.13,-16.6,16.54,light
-3.3,8.25,-3.31,12.21,-21.85,10.07,light
-2.56,7.93,-2.44,15.32,-27.71,5,light
-2.76,8.85,-2.62,8.97,-33.69,4.21,light
-3.08,11.04,-4.04,3.48,-34.61,-5.92,light
-2.81,12.73,-6.85,-12.76,-35.71,-4.46,light
-2.48,10.45,-4.13,-5.8,-93.2,25.15,light
-4.96,5.29,-7.66,8.42,-84.66,26.79,light
-8.89,5.74,-5.99,39.25,-92.65,35.95,light
-6.79,8.66,-6.04,36.44,-121.28,42.91,light
0.4,6.52,-7.49,35.52,-128.48,56.88,light
0.43,6.15,-4.15,46.75,-102.97,68.73,light
-2.82,6.52,-3.05,34.3,-80.81,67.32,light
-3.11,7.51,-3.74,27.22,-70.5,48.95,light
-1.8,9.23,-3.87,22.52,-57.37,37.96,light
-1.39,8.75,-2.39,16.36,-37.6,43.21,light
-1.62,8.41,-2.42,6.35,-22.03,35.4,light
-3.01,8.04,-3.52,3.23,-11.72,26.25,light
-5.21,14.48,-6.33,1.16,-3.3,19.9,light
-3.74,8.68,-7.29,-6.65,-19.53,16.72,light
0.22,7.14,-5.04,2.99,-7.26,9.28,light
0.33,6.04,-4.86,2.69,-0.18,13.85,light
-3.06,7.68,-4.49,5.55,1.71,6.65,light
-5.22,7.08,-4.87,6.84,-14.04,-0.24,light
-2.25,6.88,-4.08,9.58,-27.4,-7.08,light
0.05,7.81,-3.56,9.95,-27.28,-1.95,light
-1.82,8.01,-3.42,4.21,-19.59,3.72,light
-2.71,8.4,-3.44,2.99,-24.48,2.93,light
-2.12,9.6,-3.18,-0.43,-29.42,3.72,light
-2.45,9.57,-2.83,-6.16,-32.9,6.04,light
-2.87,9.48,-3.23,-10.19,-40.53,10.01,light
-2.55,11.57,-4.17,-14.71,-43.33,8.24,light
-2.07,10.7,-9.77,-7.75,-25.88,1.46,light
-4.7,2.41,-8.6,10.07,-15.69,13.43,light
-7.81,10.6,-4.27,36.68,-29.42,19.71,light
-1.51,9.41,-6.07,4.09,-50.6,9.4,light
1.77,5.96,-3.9,9.4,-36.13,12.82,light
0.07,5.08,-1.99,3.78,-8.54,23.93,light
-2.48,5.46,-2.64,0.24,-0.79,15.01,light
-2.35,8.59,-3.9,0.12,-2.44,-0.31,light
-2.61,9.78,-4.25,-9.64,0.12,-0.61,light
-1.96,9.31,-2.52,-18.74,10.31,3.72,light
-0.87,8.33,-3.6,-34.24,18.74,9.16,light
-2.06,6.44,-6.79,-26.25,24.23,23.25,light
-5.62,7.75,-7.16,-14.83,16.6,16.97,light
1.14,10.82,-6.74,-21.61,-29.36,13.18,light
-0.82,14.36,-6.73,-28.56,-10.01,-4.76,light
-3.03,10.35,-5.83,-29.6,-15.44,7.93,light
-1.87,8.31,-4.48,-15.26,-49.74,19.04,light
-4.13,6.06,-3.32,-3.91,-71.9,25.02,light
-4.42,3.87,-4.53,12.76,-104.19,37.66,light
-3.5,5.35,-5,28.81,-135.8,57.19,light
-1.66,6.21,-6.02,21.61,-160.71,72.51,light
1.84,5.32,-7.6,20.87,-167.66,70.92,light
0.54,7.31,-6.59,39.43,-150.76,48.58,light
1.47,7.28,-6.79,28.14,-153.99,41.99,light
1.42,5.45,-5.79,24.35,-134.46,29.05,light
0.07,6.39,-5.14,15.08,-106.14,8.06,light
-0.97,7.37,-5.4,8.12,-80.87,-1.1,light
-0.96,10.72,-4.73,13.98,-66.47,-2.38,light
-5.84,15.48,-4.87,21.91,-6.29,-41.08,light
-0.39,12.12,-2.77,0.73,9.22,-38.02,light
-5.23,9.86,-3.89,-13.06,42.6,-21.12,light
-4.66,6.92,-3.07,-12.45,35.77,-19.35,light
-3.93,4.91,-2.5,8.97,14.47,1.77,light
-3.54,2.85,-1.47,-19.53,8.12,53.53,light
-9.73,4.31,-3.52,-40.34,-19.9,139.59,light
-8.34,9.27,-6.26,-84.23,-77.03,62.13,light
0.1,-3.66,-3.68,-52.92,-120.06,72.2,light
5.81,-2.18,3.09,-49.44,-87.65,90.58,light
-0.54,2.34,-0.77,-40.16,-46.14,65,light
-4.31,3.87,-0.58,-44.86,-76.05,75.01,light
-4.15,1.35,-1.4,-74.4,-81.24,83.19,light
7.3,0.59,4.31,-40.95,-4.58,95.89,light
9.23,21.32,5.52,-127.87,26.55,109.5,light
37.64,39.24,1.89,-204.16,-23.62,49.13,light
22.13,22.15,4.64,-339.78,179.75,-64.76,light
3.83,-10.89,15.61,-163.57,85.94,51.51,light
3.16,0.72,20.13,-37.54,50.72,-97.53,light
3.28,9.29,1.37,-42.3,37.17,-108.34,light
1.87,-9.36,10.75,-55.73,24.17,-81.54,light
1.58,5.74,2.88,-6.41,78.61,-44.31,light
-2.86,3.4,8.77,-15.44,52.37,-50.23,light
-2.67,6.21,10,-5.25,25.45,-53.77,light
-2.68,3.03,10.53,-5.13,10.8,-3.23,light
-3.74,4.28,9.41,2.87,-6.53,6.29,light
-2.37,3.17,8.01,2.81,-26.98,11.05,light
-1.11,4.08,8.15,2.5,-23.38,12.57,light
0.78,4.53,10.58,3.85,-19.35,15.32,light
1.76,-0.59,9.09,2.2,-7.26,5.68,light
-0.84,9.7,8.34,38.57,7.93,4.33,light
0.92,4.34,7.42,39.61,2.87,4.58,light
0.17,7.08,7.52,53.34,11.54,-0.98,light
-0.01,6.42,8.23,57.43,2.99,8.42,light
0.4,5.86,8.78,73.43,3.11,6.1,light
2.41,6.77,7.85,77.21,8.42,-12.45,light
1.64,6.73,6.39,80.44,18.07,-23.99,light
-2.21,8.29,5.19,79.53,21.79,-15.32,light
-3.37,8.88,4.57,84.9,7.45,-7.32,light
-2.18,9.75,3.55,88.56,0.98,-9.16,light
-2.03,8.66,2.07,100.34,-2.62,3.3,light
-3.74,10.61,0.65,106.99,-0.92,-5.74,light
-1,9.93,-0.16,113.59,-3.97,-23.13,light
-1.47,9.39,0.7,116.52,1.4,-28.63,light
0.2,8.95,0.02,103.64,10.44,-38.33,light
-1.53,9.62,-0.15,89.54,22.52,-44.25,light
-0.92,8.23,-1.35,77.7,20.94,-47.73,light
-2.49,11.59,-2.9,67.14,52.49,-22.71,light
-2.28,10.28,-3.2,45.9,57.31,-5.43,light
-3.69,9.12,-3.25,21.42,37.84,12.51,light
-2.87,6.8,-3.4,6.96,-14.04,24.54,light
-2.56,8.78,-4.58,14.71,-23.13,5.8,light
-2.59,8.75,-3.38,3.48,-25.57,19.41,light
-1.91,7.51,-5.71,11.47,2.99,30.94,light
-3.41,11.41,-5.07,-2.01,-18.92,62.99,light
0.14,9.41,-4.4,-7.2,-8.36,72.57,light
3.97,7.96,-4.8,-7.14,7.32,80.44,light
1.69,9.36,-3.96,-7.51,43.03,80.99,light
-0.43,8.78,-2.86,2.87,34.48,62.62,light
-0.99,7.67,-1.77,0.67,21.85,55.79,light
0.81,6.04,-1.49,9.95,-0.12,50.84,light
3.92,8.16,-2.01,11.78,0.06,47.36,light
7.1,9.86,-3.05,-1.65,16.72,48.95,light
3.59,9.66,-3.3,-10.86,24.41,29.79,light
2.38,9.46,-1.44,-20.14,16.48,2.38,light
6.05,7.1,-2.89,-30.46,16.48,-22.28,light
6.8,8.52,-2.98,-38.57,34.36,-34.24,light
3.23,8.79,-1.87,-44.74,54.02,-47.91,light
2.97,6.81,-1.74,-45.65,60.3,-65.67,light
2.78,8.81,-1.99,-29.54,49.01,-57.01,light
4.72,10.88,-1.55,-11.41,59.45,-73.85,light
2.47,10.89,-1.6,-7.26,79.83,-93.02,light
0.14,9.11,-1.25,-0.06,79.96,-84.66,light
-1.73,9.89,-1.82,8.24,76.17,-105.53,light
-2.24,9.72,-1.24,20.75,73,-123.35,light
-3.99,7.4,-1.6,31.13,75.01,-141.72,light
-4.52,7.58,-2.15,41.44,73.79,-138.06,light
-5.31,7.08,-4.32,59.33,87.16,-134.46,light
-8.48,8.27,-4.62,83.37,98.27,-114.69,light
-11.4,8.2,-7.32,88.93,81.36,-73.12,light
-8.4,6.48,-6.78,100.28,60.49,-29.48,light
-8.1,7.25,-6.96,101.62,36.74,-2.69,light
-7.36,6.22,-7.19,86.49,19.35,5.98,light
-8.38,5.65,-7.85,72.81,-12.63,17.7,light
-4.16,6,-8.04,70.25,-23.01,24.54,light
-3.98,5.82,-7.13,53.04,-8.06,56.64,light
-5.39,5.75,-7.22,43.52,-8,70.5,light
-6.23,5.8,-7.49,36.62,-13.37,65.12,light
-6.74,6.33,-7.61,32.17,-23.99,69.76,light
-6.57,6.03,-6.8,23.74,-36.74,100.34,light
-6.79,5.5,-4.3,10.07,-46.39,124.63,light
-5.51,5.64,-3.88,11.05,-52,125.49,light
-4.77,3.86,-3.43,9.7,-56.95,118.1,light
-4.76,1.91,-3.45,17.52,-64.88,121.4,light
-2.36,1.64,-3.35,10.19,-68.97,128.17,light
-0.1,0.19,-2.06,-21,-59.02,115.17,light
0.46,-1.25,-4.9,-17.94,-49.01,85.57,light
1.61,6.85,-12.36,26.61,-25.82,50.23,light
-6.63,18.97,-11.64,58.72,-7.02,54.87,light
-5.63,9.97,-7.28,-26.49,-52.25,79.53,light
-2.93,2.94,-5.91,-27.53,-64.88,48.1,light
-2.27,2.9,-4.37,-4.52,-65.55,28.87,light
-0.44,4.82,-4.4,-5,-69.15,26.61,light
-0.49,5.23,-4.65,-10.93,-67.44,30.15,light
-1.21,7.51,-3.01,-10.8,-59.69,28.32,light
-1.13,7.8,-3.22,-8.91,-56.34,31.68,light
-2,11.78,-3.94,2.69,-41.44,39.55,light
-4.75,12.75,-5.48,-19.47,-45.53,43.15,light
-5.17,5.92,-6.94,-29.54,-79.59,37.41,light
-5.65,3.72,-9.45,0.92,-70.98,24.35,light
-8.55,10.99,-6.33,34.79,-69.27,27.34,light
-2.29,10.64,-6.65,-16.42,-100.4,23.01,light
1.6,4.77,-3.85,-4.88,-82.64,37.05,light
-1.05,3.96,-0.86,10.5,-48.34,36.99,light
-2.45,3.09,-0.98,3.97,-37.17,32.23,light
-1.31,6.69,-1.84,12.7,-27.83,18.62,light
-0.67,12.2,-4.93,8.91,-10.01,6.53,light
-2.49,11.18,-3.15,-9.34,16.54,10.5,light
-4.44,9.65,-3.48,-11.54,32.71,10.01,light
-4.57,12.6,-4.24,-2.87,26.98,7.93,light
-5.75,10.22,-6.61,-13.49,5.74,17.21,light
-1.06,4.29,-4.89,-11.66,-3.11,-2.62,light
1.42,4.8,-2.6,-4.27,8.24,1.83,light
-4.34,10.39,-4.43,12.27,22.77,-3.42,light
-6.51,10.21,-5.57,5.31,4.39,-6.53,light
-3.32,6.11,-2.51,0.12,-25.45,-15.75,light
-2.06,4.86,-2.6,18.31,-27.53,-9.7,light
-2.34,7.63,-4.01,30.52,-25.33,1.46,light
-2.04,9.75,-4.36,15.87,-33.75,-0.73,light
-2.38,9.24,-3.63,-0.31,-33.02,-3.3,light
-2.96,10.37,-3.07,-7.2,-34.24,-1.95,light
-3.55,9.69,-3.3,-16.11,-41.56,7.93,light
-5.46,8.63,-4.57,-5.92,-50.11,11.35,light
-7.63,4.84,-9,23.74,-49.38,4.46,light
-6.01,8.69,-5.58,50.96,-63.35,19.23,light
0.43,9.57,-4.85,27.53,-64.45,30.27,light
4.4,7.03,-4.59,3.42,-32.47,29.72,light
1.78,5.71,-3.93,11.9,-2.2,21.12,light
-3.6,9.21,-3.58,5.13,19.53,6.41,light
-5.31,9.31,-3.09,-17.76,16.11,-7.32,light
-3,7.19,-2.18,-24.35,4.82,-15.5,light
-0.92,6.91,-0.88,-11.47,16.48,-13.24,light
-1.73,8.26,-1.54,-3.05,36.13,0.73,light
-5.72,10.83,-3.22,-8.61,33.94,8.91,light
-5.43,15.98,-9.18,-11.54,21.48,-1.65,light
2.36,8.87,-7.43,-6.29,19.9,3.78,light
2.75,7.65,-3.9,7.02,60.18,-2.99,light
-2.61,8.31,-3.55,-10.5,66.96,-17.82,light
-7.08,5.93,-5.92,-9.34,46.94,-51.51,light
-4.79,5.92,-3.17,17.4,30.7,-63.48,light
-1.1,6.56,-3.29,-7.93,12.33,-34.36,light
-1.1,6.94,-2.67,-13.18,16.48,-9.4,light
-2.69,8.6,-1.82,-9.22,8.91,-8.48,light
-3.08,10.35,-2,-12.02,-6.04,-8.42,light
-3.29,11.05,-3.81,-12.51,-15.01,-3.42,light
-2.81,10.76,-5.01,-3.6,-8.06,-8.36,light
-5.74,11.4,-6.41,9.4,-21.97,5.55,light
-7.01,7.86,-7.86,-7.75,-31.43,8.42,light
-3.09,3.9,-5.54,12.82,-43.88,6.41,light
0.07,6.97,-2.47,21.79,-33.69,16.97,light
0.15,7.26,-3.91,3.42,-15.2,26.79,light
-1.85,8.26,-4.63,5.62,-2.32,21.79,light
-4.53,8.51,-3.86,0.98,0.85,6.96,light
-4.05,7.54,-2.5,-2.87,-7.08,-1.16,light
-2.27,7.25,-1.97,-2.93,-11.29,3.17,light
-2.29,8.16,-2.15,-0.18,-4.52,7.39,light
-3.54,8.53,-2.89,-2.56,-2.01,12.45,light
-4.67,9.21,-3.21,6.41,-4.76,20.39,light
-5.09,13.49,-5.36,-5.25,-15.87,27.22,light
-2.55,8.15,-8.98,-8.61,-29.54,33.51,light
1.34,6.65,-3.59,8.06,-35.22,35.1,light
-5.04,8.74,-3.19,5.07,-19.65,7.45,light
-6.85,7.96,-7.05,20.2,-54.81,-8.06,light
-4.51,6.85,-4.43,27.1,-74.34,15.44,light
-4.36,4.46,-4.77,38.7,-100.22,27.16,light
-4.04,5.71,-5.2,55.05,-117.61,22.89,light
-2.44,7.35,-5.76,55.79,-128.66,26.92,light
-0.77,6.95,-5.53,44.43,-128.72,38.27,light
-1.44,5.33,-4.54,39.98,-123.6,43.76,light
-3.51,7.84,-4.95,41.44,-118.35,40.89,light
-7.64,8.79,-10.08,77.27,-109.86,54.32,light
-9.56,10.62,-7.56,63.72,-119.2,76.78,light
-2.45,8.29,-6.23,37.66,-126.65,42.24,light
2.67,4.55,-3.88,49.32,-98.88,43.33,light
-1.23,5.43,-1.39,61.58,-57.8,73.85,light
-8.26,6.14,-3.35,41.87,-51.94,81.18,light
-10.91,7.7,-6.27,48.4,-82.21,61.58,light
-5.37,10.13,-6.23,45.78,-118.04,50.66,light
-2.11,6.53,-5.52,28.56,-114.81,71.59,light
-2.7,6.15,-4.02,31.86,-100.1,80.99,light
-2.77,8,-3.64,28.5,-95.34,72.39,light
-2.75,8.28,-3.52,18.13,-83.37,67.99,light
-3.92,8.31,-3.34,7.39,-70.86,61.1,light
-3.79,8.57,-2.91,-1.46,-64.94,47.36,light
-4.23,8.38,-5.27,1.46,-75.56,55.79,light
-0.74,10.55,-7.96,30.09,-59.14,46.94,light
-0.98,11.24,-4.31,23.74,-47.36,19.47,light
1.03,6.89,-3.2,4.88,-41.08,15.38,light
0.82,7.07,-3.19,19.71,-23.62,21.3,light
-1.79,8.47,-3.93,20.75,-16.78,20.14,light
-1.25,8.11,-3.42,12.08,-23.56,14.59,light
-1.06,8.07,-3.26,9.46,-21.06,12.15,light
-1.24,8.29,-3.14,7.39,-19.9,11.05,light
-1.25,8.6,-3.14,5.13,-17.58,7.69,light
-1.64,9.28,-3.21,0,-19.9,4.33,light
-2.2,10.32,-3.98,-6.47,-26.86,1.83,light
-3.1,12.32,-5.47,-10.01,-26.49,-1.1,light
-5.81,8.28,-8.7,7.81,-33.63,0.55,light
-6.11,6.51,-6.05,45.17,-61.46,7.69,light
-4.15,7.38,-3.58,42.42,-70.37,14.04,light
-1.99,5.42,-4.58,23.32,-68.54,13.18,light
-0.41,6.19,-5.36,39.06,-52.73,23.56,light
-2.99,8.16,-4,38.27,-33.14,26.55,light
-3.61,7.49,-3.6,14.04,-38.51,22.46,light
-1.73,7.01,-3.56,4.82,-34,14.59,light
-1.14,8.6,-4.05,0.37,-13.85,13.73,light
-1.87,8.09,-3.81,-8.54,5.86,18.86,light
-2.79,9.41,-3.27,-12.82,23.99,10.8,light
-3.1,11.24,-2.68,-12.08,27.83,12.7,light
-5.71,11.47,-3.79,-19.04,22.52,17.03,light
-7.7,9.93,-9.05,-20.51,9.46,14.65,light
0.58,5.25,-8.15,15.14,-7.51,-7.39,light
4.24,8.06,-4.42,6.53,21.36,-22.16,light
0.42,7.5,-4.65,-10.99,39.98,-5.13,light
-6.9,7.19,-6.82,-7.63,40.71,-7.87,light
-5.52,6.89,-4.17,-7.81,6.65,-22.22,light
-0.13,7.42,-3.82,-8.61,-13.12,-23.32,light
-2.36,7.24,-3.41,-8.79,-5.98,-2.38,light
-3.69,7.88,-3.47,-6.84,-13.06,5.37,light
-2.17,8.49,-2.59,0.92,-23.44,-3.11,light
-2.01,8.97,-1.82,3.85,-26.55,-5.55,light
-2.94,8.63,-2.05,-3.54,-35.46,1.53,light
-2.38,9.97,-3.43,-6.1,-45.04,1.04,light
-1.17,13.86,-11.22,-8.42,-29.42,-1.22,light
-6.19,4.61,-9.21,0.43,-5.8,-5.43,light
-7.42,9.25,-3.34,29.24,-18.74,-7.93,light
-0.37,8.74,-3.51,-6.59,-34.97,3.36,light
4.04,5.01,-4.11,-5.68,-14.28,25.63,light
0.76,5.46,-2.6,7.26,19.78,31.37,light
-4.4,7.73,-3.09,4.21,35.71,12.51,light
-6.53,9.58,-4.16,-2.14,22.46,-10.38,light
-2.63,9.51,-2.84,-13.79,6.47,-10.13,light
-1.4,8.36,-2.52,-20.32,13.92,-2.01,light
-3.64,7.24,-2.86,-18.25,16.24,2.14,light
-3.48,11.39,-2.43,-5.62,13.24,-1.04,light
-1.25,15.99,-5.93,-23.01,25.39,0.61,light
0.53,6.74,-7.33,-9.58,36.07,9.7,light
0.74,6.45,-4.74,11.72,47.91,-6.1,light
-1.91,7.86,-3.05,9.58,51.88,-19.59,light
-6.27,6.75,-5.3,-2.2,36.32,-36.74,light
-3.94,7.37,-3.89,14.16,25.09,-41.2,light
-1.1,8.53,-3.52,0.67,10.74,-29.17,light
-1.89,7.95,-3.75,-2.93,9.09,-16.42,light
-2.89,8.65,-3.11,-3.72,2.56,-8.06,light
-3.11,8.36,-2.32,-12.27,-11.41,-0.43,light
-3.09,8.14,-2.65,-17.52,-24.72,-0.61,light
-1.71,9.44,-3.2,-11.84,-22.28,-4.7,light
-4.39,13.24,-5.49,-9.16,-28.14,6.04,light
-7.78,8.72,-8.74,5,-21.61,-6.84,light
-4.09,6.26,-4.27,27.4,-50.35,-2.75,light
0.41,6.94,-1.73,15.26,-40.65,18.13,light
2.22,5.47,-3.82,4.58,-17.88,30.27,light
-1.13,8.11,-5.57,25.94,1.71,32.35,light
-5.39,9.39,-4.35,14.89,5.55,18.49,light
-4.58,8.15,-2.83,-1.95,-12.94,9.22,light
-2.59,7.06,-1.7,-6.1,-23.86,7.57,light
-0.96,8.42,-1.03,-5.49,-17.46,-0.24,light
-1.37,8.64,-2.48,-8.85,-3.05,1.95,light
-4.38,11.71,-3.48,-4.58,1.83,7.81,light
-4.32,16.19,-5.67,-26.79,9.34,-5.8,light
1.43,7.94,-7.45,-16.91,-1.1,14.53,light
1.15,6.6,-3.86,5,42.97,0.49,light
-2.33,4.88,-2.89,-4.46,35.77,-8.48,light
-6.6,6.83,-3.92,8.97,23.62,-33.81,light
-6.67,10.5,-5.91,17.4,-5.8,-33.33,light
-1.73,8.65,-4.33,-2.26,-26.31,-10.07,light
-1.04,7.33,-3.44,3.11,-20.45,-6.29,light
-2.94,6.46,-2.78,10.56,-32.71,2.14,light
-3.37,7.8,-3.16,19.29,-44.07,16.24,light
-3.11,7.21,-2.83,14.1,-59.63,26.73,light
-2.9,6.55,-2.63,17.58,-71.23,21.06,light
-2.33,7.14,-3.87,17.88,-74.22,22.52,light
-9.33,13.52,-14.87,42.36,-62.19,30.15,light
-10.22,9.17,-5.97,35.28,-63.17,11.66,light
4.06,7.93,-3.76,44.19,-104.61,36.93,light
-4.05,5.86,-3.7,33.63,-72.2,79.22,light
-12.95,7.41,-7.42,36.62,-102.36,78.19,light
-6.67,8.17,-6.2,30.46,-140.81,40.83,light
-2.33,4.87,-5.47,24.23,-143.31,43.95,light
-2.88,4.63,-5.05,43.76,-131.84,56.82,light
-4.11,5.66,-4.33,51.39,-131.84,68.36,light
-3.45,6.18,-4.22,46.57,-132.45,75.93,light
-3.37,7.7,-4.16,46.2,-124.02,77.33,light
-3.38,8.74,-4.29,48.58,-121.09,77.94,light
-3.62,10.42,-3.81,43.27,-103.33,72.27,light
-1.95,10.07,-3.64,30.58,-88.93,64.09,light
-1.3,9.49,-2.59,22.03,-62.68,52.8,light
-2.74,8.16,-2.92,7.57,-42.11,41.56,light
-4.31,8.93,-6.62,21.97,-56.95,43.88,light
-1.76,7.12,-3.9,26.31,-46.08,20.26,light
-0.18,6.74,-2.6,18.01,-44.07,21,light
0.19,8.2,-4.29,15.44,-38.21,28.08,light
-3.16,12,-6.52,19.35,-30.21,25.63,light
-3.62,9.16,-4.6,11.41,-46.81,18.07,light
-1.79,7.55,-3.42,15.5,-52.98,12.15,light
-1.74,7.16,-3.44,20.51,-52.19,14.47,light
-2.04,7.64,-3.67,22.28,-54.75,23.99,light
-2.3,7.66,-3.69,22.16,-57.74,29.3,light
-2.38,7.45,-3.28,20.32,-57.31,22.22,light
-2.24,8.74,-3.48,19.41,-60.61,22.09,light
-2.72,11.06,-4.62,11.47,-60.73,23.5,light
-4.29,13.25,-5.02,-0.67,-73.55,23.38,light
-7,5.36,-10.39,-4.39,-77.09,9.58,light
-5.54,4.39,-5.94,55.3,-87.1,1.34,light
-2.16,7.02,-3.61,41.02,-96.13,30.94,light
-0.15,6.16,-4.9,22.58,-84.29,52.49,light
1.04,6.57,-6.01,31.68,-63.17,49.62,light
-2.46,8.84,-4.32,32.47,-37.6,32.96,light
-3.93,8.43,-3.79,14.22,-28.81,27.59,light
-3.28,8.03,-2.9,6.1,-24.9,23.86,light
-1.99,8.6,-2.63,1.22,-18.19,16.66,light
-1.16,8.39,-2.68,-6.59,-2.01,20.63,light
-2.34,8.06,-3.83,-11.05,22.58,19.29,light
-4.8,11.41,-4.72,-15.38,16.66,15.01,light
-6.6,14.53,-8.77,-13.43,5.92,7.75,light
-0.26,6.96,-7.43,-15.26,-8.12,5.74,light
0.36,5.8,-3.17,-6.41,10.68,2.69,light
-2.14,4.65,-2.36,-13.06,15.38,-4.21,light
-5.09,6.38,-4.57,-5,0.06,-17.33,light
-3.68,9.77,-6.14,6.59,-10.62,-18.92,light
-0.33,8.75,-4.18,-4.52,-18.74,-9.83,light
-1.07,7.49,-2.79,-2.99,-10.31,-5.31,light
-2.54,7.32,-2.81,5.8,-10.68,-6.77,light
-2.54,8.49,-2.88,8.73,-13.55,-4.33,light
-2.81,9.02,-3.38,0.79,-20.14,-1.77,light
-2.71,9.17,-3.54,-4.52,-28.38,-0.49,light
-1.71,11.12,-4.41,-11.47,-24.96,4.15,light
-5.69,12.57,-9.81,-11.29,-7.08,8.18,light
-6.62,5.9,-5.78,7.93,-14.04,-5.19,light
-2.8,5.59,-1.83,14.95,-42.05,2.56,light
-1.84,5.89,-2.38,6.47,-38.64,23.8,light
-1.58,7.58,-4.72,7.2,-33.45,29.05,light
-1.21,9.41,-4.92,18.19,-12.27,22.71,light
-2.71,8.67,-2.98,13.73,1.1,16.36,light
-2.82,7.66,-2.28,5.92,2.62,10.38,light
-1.55,8.92,-2.84,-1.46,-2.56,2.87,light
-0.52,7.22,-4.9,-2.14,1.34,8,light
-0.32,7.08,-5.53,-0.55,11.29,-3.91,light
-1.46,9.46,-5.8,5.31,16.6,-4.7,light
-2.61,9.16,-4.8,0.55,17.15,-1.4,light
-2.66,8.08,-3.77,-4.52,9.77,-7.02,light
-2.02,6.67,-3.28,-4.15,2.2,-5.86,light
-2.64,6.7,-2.87,0.55,-5.43,1.1,light
-3.33,7.29,-3.11,9.58,-15.69,5.25,light
-3.21,8.45,-3.24,8.91,-30.4,5,light
-2.35,9.47,-3.06,5.31,-41.26,7.93,light
-2.81,12.01,-3.93,-5.43,-46.63,10.44,light
-3.23,13.87,-6.64,-4.46,-39.73,-4.03,light
-3.24,4.36,-6.47,-1.16,-34.85,-4.7,light
-4.84,7.19,-4.13,22.28,-41.5,5.92,light
-1.93,7.3,-3.85,9.64,-47.42,10.56,light
0.25,7.7,-4.01,7.63,-39.18,10.01,light
0.13,6.28,-3.54,4.58,-17.33,21.48,light
-3.46,8.03,-3.62,3.66,4.58,16.11,light
-2.69,8.13,-3.29,1.4,4.64,-0.31,light
-1.74,8.34,-2.72,-1.1,10.19,-3.72,light
