xAcc,yAcc,zAcc,xGyro,yGyro,zGyro,label
2.51,-7.93,-0.18,4.92,37.44,-27.11,fallb
2.55,-8.18,0.46,-8.02,56.7,4.66,fallb
3.06,-10.95,1.73,-11.56,136.81,37.84,fallb
-1.3,-10.23,3.28,60.85,152.59,-29.79,fallb
0.7,-9.27,2.4,108.12,25.02,-9.52,fallb
0.58,-8.76,1.99,113.27,59.86,-30.54,fallb
-0.42,-6.21,1.46,108.24,43.09,-42.49,fallb
1.26,-7.63,0.62,107.27,93.73,-42.89,fallb
-2.95,-5.26,-0.05,146.98,-71.97,-185.08,fallb
0.51,0.11,16.05,-30.37,-66.41,27.66,fallb
4.43,18.61,19.61,154.33,-161.86,-3.47,fallb
-2.92,1.2,-3.49,-23.58,-51.11,-84.44,fallb
8.42,9.02,14.6,-82.51,10.21,97.95,fallb
0,1.3,3.73,-3.46,3.34,-40.16,fallb
5.35,0.88,10.04,-3.74,8.62,-5.65,fallb
6.27,0.84,6.92,8.93,-30.76,15.06,fallb
4.53,0.58,6.81,6.32,-15.93,-0.61,fallb
6.4,0.65,5.89,10.52,-82.63,9.41,fallb
6.44,0.34,5.79,-12.79,6.37,-2.95,fallb
6.27,0.4,5.97,-6.43,-22.34,-11.44,fallb
6.87,1.06,5.6,-2.12,-22.54,-7.37,fallb
7.17,1.07,5,-0.39,-3.55,3.53,fallb
6.82,0.91,5.51,-2.88,11.34,3.96,fallb
6.7,0.54,5.65,0.4,-11.08,1.67,fallb
7.08,0.78,5.23,-2.08,-9.7,-2.22,fallb
7.13,0.91,5.13,-2.48,-3.18,-1.68,fallb
7.09,0.93,5.2,-2.15,-3.35,-0.89,fallb
7.29,0.87,5.07,-0.95,-5,1.36,fallb
7.2,0.85,5.15,-2.44,-1.98,0.74,fallb
7.34,0.92,5.09,-2.44,-4.2,-0.81,fallb
7.37,0.83,5,-2.29,-2.69,-0.14,fallb
7.27,0.92,5.07,-2.55,-1.37,0.6,fallb
7.18,0.88,5.11,-2.67,-0.89,0.05,fallb
7.24,0.9,5.11,-2.85,-0.12,0.32,fallb
7.19,0.89,5.07,-2.85,-1.89,-0.16,fallb
7.06,0.81,5.16,-1.82,-4.5,0.05,fallb
7.11,0.95,5.19,-3.08,-0.52,0.07,fallb
7.29,0.86,5.03,-3.02,-1.46,-1.36,fallb
7.2,0.86,5.05,-3.36,0.47,-0.24,fallb
7.16,0.9,4.99,-0.89,-4.83,0.49,fallb
7.13,0.83,5.43,-5.74,7.91,0.25,fallb
7.21,0.85,5.07,-0.02,-8.5,-0.93,fallb
7.14,0.85,5.01,-3.82,9.27,0.15,fallb
6.75,0.74,5.4,-3.27,3.11,-0.54,fallb
7.07,0.84,5.25,-3.5,4.12,-0.52,fallb
6.9,0.83,5.4,-3.34,-0.66,-0.4,fallb
6.86,0.8,5.31,-3.15,-0.44,0.07,fallb
6.86,0.81,5.43,-2.2,-0.53,-1.25,fallb
6.95,0.89,5.36,-3.09,-0.98,-0.15,fallb
6.99,0.79,5.23,-2.05,-3.5,-0.25,fallb
6.96,0.84,5.3,-2.82,-1.59,0.1,fallb
7.07,0.81,5.2,-2.98,-0.73,0.44,fallb
7.13,0.82,5.25,-2.61,-1.85,0.4,fallb
7.01,0.79,5.29,-3.02,-2.03,0.02,fallb
6.98,0.8,5.28,-3.48,-0.05,-0.44,fallb
7.05,0.85,5.37,-2.5,-1.18,0.03,fallb
6.77,0.79,5.46,-3.02,-0.28,0.06,fallb
6.98,0.78,5.36,-3.92,2.34,-0.98,fallb
7.07,0.77,5.23,-2.79,-0.89,-0.48,fallb
6.89,0.85,5.37,-2.77,-0.97,0.06,fallb
6.89,0.82,5.49,-2.56,-2.44,-0.76,fallb
6.94,0.79,5.31,-3.01,-0.12,-0.46,fallb
6.95,0.78,5.42,-1.92,-2.82,0.22,fallb
6.74,0.85,5.52,-3.02,-1.19,0.08,fallb
6.95,0.78,5.28,-3.29,1.15,-0.92,fallb
6.85,0.72,5.32,-2.27,-2.2,0.24,fallb
6.89,0.79,5.38,-2.63,-1.25,-0.18,fallb
7.01,0.79,5.3,-2.58,-1.22,0.28,fallb
6.91,0.84,5.41,-2.32,-3.82,-0.21,fallb
6.79,0.67,5.37,-2.51,-2.65,-0.15,fallb
6.87,0.84,5.32,-2.93,-0.01,-0.4,fallb
6.88,0.87,5.41,-3.04,-1.5,-1.25,fallb
7.03,0.79,5.29,-3.31,-1.57,-0.56,fallb
6.88,0.69,5.43,-3.08,-1.9,-0.34,fallb
7,0.8,5.23,-1.03,-9.37,-0.3,fallb
6.89,0.71,5.24,-3.56,-0.18,0.4,fallb
6.79,0.72,5.29,-5.86,6.31,1.78,fallb
6.71,0.61,5.48,-3.73,-0.14,-0.39,fallb
6.84,0.78,5.35,-3.52,-0.23,-0.92,fallb
6.81,0.63,5.48,-2.81,-1.41,-0.59,fallb
6.92,0.75,5.32,-2.39,-3.47,-0.77,fallb
7.1,0.83,5.25,-2.11,-2.72,0.47,fallb
6.84,0.72,5.49,-3.02,1.26,0.92,fallb
6.87,0.55,5.43,-2.69,-1.52,-0.6,fallb
6.85,0.59,5.45,-2.21,-2.45,0.45,fallb
6.95,0.68,5.39,-1.57,-4.32,0.02,fallb
6.86,0.77,5.47,-2.09,-3.2,-0.18,fallb
7.18,0.76,5.18,-2.13,-2.73,-0.47,fallb
7.08,0.58,5.31,-2.93,-0.28,1.36,fallb
7.11,0.66,5.26,-1.44,-4.81,-0.73,fallb
6.98,0.79,5.33,-2.86,-0.26,0.49,fallb
2.37,-8.88,-2.13,-5.4,13.35,-3.45,fallb
2.33,-9.31,-1.69,11.44,-3.27,-11.48,fallb
2.99,-9.21,-1.76,26.98,-50.69,-20.75,fallb
3.4,-8.6,-1.74,4.89,-10.83,-30.44,fallb
3.04,-8.18,-1.07,-11.76,41.06,-18.69,fallb
3.47,-7.65,0.92,-3.62,1.16,-7.51,fallb
4.65,-7.09,0.6,5.47,31.31,14.5,fallb
3.99,-5.44,0.24,10.02,81.06,-66.02,fallb
4.34,-10.07,-0.5,22.67,112.89,-91.47,fallb
6.48,-10.07,-0.35,18.2,71.37,-114.92,fallb
10.03,-10.86,3.37,41.9,181.53,-114.21,fallb
8.12,-15.19,1.59,158.99,111.14,-93.34,fallb
-4.17,2.42,4.07,125.35,-83.5,-229.22,fallb
-3.23,5.67,6.12,3.77,75.81,-90.75,fallb
4.84,2.56,7.3,87.23,-3.67,23.72,fallb
7.93,-1.33,6.43,41.74,39.4,112.72,fallb
2.98,7.6,3.45,-42.4,15.94,63.01,fallb
2.83,2.18,5.77,-73.37,-148.59,27.52,fallb
0.22,-5.58,4.9,-10.02,29.75,-20.92,fallb
5.21,2.26,7.81,-17.81,4.9,6.89,fallb
4.59,0.41,6.74,5.98,-38.18,2.6,fallb
6.74,1.19,5.93,10.96,-44.21,1.06,fallb
6.54,2.86,5.65,12.45,-4.12,-9.21,fallb
6.94,-0.2,5.5,-12.2,13.84,5.21,fallb
5.6,1.37,6.56,-10.04,6.02,-10.02,fallb
6.24,1.84,5.76,-7.15,-1.59,1.25,fallb
6.09,1.1,6.03,-5.72,1.57,2.16,fallb
6.07,1.61,6.09,-0.08,-10.45,0.66,fallb
6.12,1.16,5.89,0.85,-8.13,1.31,fallb
6.46,0.97,5.82,-2.88,-2.91,-0.16,fallb
6.34,1.29,5.76,-3.48,-6.69,0.56,fallb
6.51,1.29,5.67,-1.63,-6.02,1.06,fallb
6.57,1.28,5.71,-1.24,-7.29,0.69,fallb
6.47,1.24,5.71,-3.92,1.79,-0.83,fallb
6.39,1.29,5.64,0.24,-12.05,-2.73,fallb
6.79,1.18,5.45,0.18,-10.46,0.53,fallb
6.78,1.4,5.53,-4.76,1.95,1.72,fallb
6.71,1.24,5.45,-2.09,-4.21,-1.41,fallb
6.74,1.22,5.37,-2.26,-1.27,0.36,fallb
6.6,1.23,5.53,-2.87,0.26,1.44,fallb
6.84,1.49,5.49,-4.43,3.56,0.85,fallb
6.77,1.24,5.36,-5.44,4.64,-0.17,fallb
6.35,1.01,5.85,-2.05,-4.25,-0.86,fallb
6.68,1.04,5.24,-9.76,6.15,-0.4,fallb
7.15,1.16,6.78,-10.2,22.24,10.11,fallb
6.05,0.85,5.76,-1.89,-6.09,-1.04,fallb
6.19,0.97,5.7,-0.01,-11.69,0.85,fallb
5.98,1.12,6.11,-3.37,-0.15,-1.34,fallb
6.56,0.94,5.72,-1.9,-2.73,-0.73,fallb
6.69,1.04,5.65,-1.82,-1.43,0.91,fallb
6.54,1.1,5.8,-1.72,-4.31,-0.01,fallb
6.37,1.06,5.72,-2.82,-2.38,-0.3,fallb
6.45,0.89,5.8,-2.76,-0.57,0.23,fallb
6.42,1.01,5.79,-3.34,0.77,0.09,fallb
6.51,1.02,5.67,-1.09,-5.76,-0.34,fallb
6.63,1.06,5.63,-0.89,-4.47,0.31,fallb
6.73,1.07,5.44,-0.6,-6.47,1.37,fallb
6.51,0.98,5.64,-0.58,-7.09,0.18,fallb
6.53,0.93,5.72,2.37,-11.11,0.81,fallb
6.87,1.56,5.44,4.59,-15.26,1.6,fallb
7,1.2,5.25,6.33,-23.04,-2.69,fallb
7.13,1.39,4.99,-4.82,-1.39,0.47,fallb
7.07,1.22,5.02,-5.64,-2.34,0.46,fallb
7.18,1.42,5.25,-1.12,-7.63,1.72,fallb
7.48,1.32,4.81,-1.14,-10.69,1.01,fallb
7.3,1.19,4.98,-0.61,-11.44,-0.6,fallb
7.49,1.63,4.62,0.64,-13.53,-0.24,fallb
7.69,1.12,4.45,-3.69,-5.06,-0.87,fallb
7.75,1.56,4.53,-3.12,0.95,0.47,fallb
7.5,1.15,4.64,-0.9,-4.47,-0.14,fallb
7.73,1.32,4.46,-2.44,-4.97,-0.31,fallb
7.67,1.13,4.51,-2.88,-3.69,0.01,fallb
7.75,1.38,4.42,-1.62,-3.46,0.27,fallb
7.75,1.46,4.3,-0.18,-4.23,-0.85,fallb
7.8,1.39,4.35,-3.56,0.42,-0.31,fallb
7.89,1.29,4.17,-3.87,-1.59,-0.92,fallb
7.66,1.23,4.41,-2.77,-2.8,0.53,fallb
7.78,1.45,4.49,-1.66,0.55,1.5,fallb
7.59,1.5,4.41,-3.69,8.11,1.27,fallb
7.64,1.1,4.52,-3.21,-3.99,-1.96,fallb
7.63,1.66,4.43,0.07,-8.27,-2.4,fallb
8.04,1.26,4,-2.37,0.09,0.51,fallb
7.72,1.27,4.26,-1.11,-0.3,0.43,fallb
7.73,1.5,4.32,-1.63,0.98,0.81,fallb
7.63,1.14,4.5,-1.56,-4.61,-1.4,fallb
7.71,1.55,4.4,-4.54,1.17,-0.12,fallb
8,1.43,4.17,-2.89,1.51,1.76,fallb
7.71,1.33,4.61,-3.29,1.98,1.63,fallb
7.7,1.48,4.42,-2.07,-0.78,-0.24,fallb
7.75,1.27,4.46,-2.9,-3.52,-1.79,fallb
7.68,1.36,4.56,-3.37,2.76,0.64,fallb
7.58,1.3,4.4,-1.89,-1.11,0.1,fallb
7.5,1.23,4.48,-1.68,-0.2,1.02,fallb
7.83,1.36,4.37,-3.05,-2.18,-0.82,fallb
7.51,1.44,4.5,-2.34,-0.72,-0.19,fallb
7.46,1.19,4.57,-3.24,0.92,0.5,fallb
1.19,-10.16,-1.74,26.63,-40.9,-4.34,fallb
0.65,-9.14,-1.27,32.6,-77.65,-12.47,fallb
1.72,-9.7,-1.47,16.3,-73.76,-26.13,fallb
2.26,-10.19,-0.94,2.63,-63.52,-38.66,fallb
2.52,-9.72,-0.36,3.56,-51.76,-31.02,fallb
3.23,-9.47,-0.22,12.7,-52.01,5.35,fallb
2.72,-9.5,-0.86,14.27,-23.53,18.94,fallb
3.1,-8.39,-1.22,3.21,-12.66,13.66,fallb
3.46,-6.77,-1.08,-31.76,70.42,32.92,fallb
3.47,-9.63,-0.63,-58.75,117,49.74,fallb
3.98,-11.99,0.84,-52.46,208.71,53.08,fallb
1.49,-13.18,1.64,34.65,250.13,-6.47,fallb
-5.19,-7.78,-0.95,84.73,152.82,23.57,fallb
2.09,-11.07,-5.69,95.61,84.11,34.17,fallb
-1.83,-7.82,-3.51,83.06,-24.1,38.79,fallb
-2.51,-6.35,1.64,87.98,-21.81,29.71,fallb
-5.56,-6.75,2.53,124.15,-31.08,28.23,fallb
-5.98,-2.38,1.84,32.77,-158,-128.14,fallb
6.31,-3.56,0.97,-127.6,147.93,-46.46,fallb
19.61,-10.09,19.31,24.48,250.13,-17.63,fallb
2.32,-3.3,6.92,198.78,-54.63,-90.69,fallb
0.45,1.05,6.78,22.5,-0.02,-100.34,fallb
0.01,-3.96,8.93,104.75,-23.49,-100.89,fallb
4.8,-0.72,3.24,-9.44,38.73,-32.34,fallb
-0.09,1.47,7.59,-2.5,-6.44,8.82,fallb
2.8,-0.08,7.89,-24.53,2.51,18.6,fallb
2.02,-0.41,7.65,7.82,-14.79,28.06,fallb
2.42,0.65,7.53,-11.5,18.79,4.72,fallb
2.38,-0.67,7.84,-6.12,-25.77,13.05,fallb
3.8,-0.27,6.96,-3.81,10.85,0.24,fallb
0.68,0.69,8.15,-0.95,8.63,-14.06,fallb
1.53,-0.8,8.01,-5.4,0.75,3.19,fallb
1.07,-0.51,8.15,6.31,-15.58,-2.78,fallb
1.77,-0.13,7.81,-0.42,-10.29,-7.27,fallb
1.81,-0.18,7.82,-1.05,1.79,-2.04,fallb
1.5,-0.48,8.2,-3.33,-0.73,-3.12,fallb
1.57,-0.26,8.06,0.75,-7.67,-0.66,fallb
1.6,-0.28,8.02,-3.52,1.01,0.11,fallb
1.81,-0.25,7.92,-2.46,-0.21,-0.17,fallb
1.53,-0.25,8.08,-3.11,-2.92,0.38,fallb
1.64,-0.15,8,-3.88,-1.77,1.2,fallb
1.66,-0.06,8.07,0.08,-3.34,-2.87,fallb
1.99,-0.12,7.83,2.9,4.7,-3.38,fallb
1.14,-0.26,8.45,-4.79,6.6,-7.91,fallb
1.73,0.19,8.02,1.66,-3.95,-4.56,fallb
1.46,0.16,7.86,0.34,-1.1,-3.39,fallb
1.12,-0.06,8.12,-3.13,-1.97,-1.89,fallb
1.48,0.08,8,-1.08,-1.92,-1.18,fallb
1.13,0.1,8.19,1.38,-0.92,-1.69,fallb
1.88,0.57,7.7,10.11,-13.39,17.29,fallb
1.49,-0.56,8.26,-0.08,-2.15,5.7,fallb
1.93,0.4,7.98,0.37,-8.13,1.44,fallb
1.84,0.35,7.91,0.02,0.21,0.95,fallb
1.65,0.44,7.89,-2.89,-3.56,1.09,fallb
2.52,0.21,8.38,-22.9,11.4,26.7,fallb
0.24,-0.6,8.71,-1.74,-18.71,0.34,fallb
2.08,0.17,7.93,1.54,-3.87,-2.34,fallb
1.67,0.13,8.33,-2.69,-3.27,0.5,fallb
1.23,-0.07,8.26,-2.88,8.89,0.13,fallb
1.92,0.17,7.73,-0.78,-2.42,-2.53,fallb
1.84,0.06,7.92,-2.62,-0.26,-1.21,fallb
1.5,0.04,8.21,-2.76,-3.61,-2.11,fallb
1.53,0.05,8.15,-1.97,-5.76,-1.44,fallb
1.98,0.12,8,-3.58,-1.96,-0.13,fallb
1.84,0.09,8.09,-0.03,-6.97,0.68,fallb
1.44,0.05,8.25,-4.67,-1.64,-1.78,fallb
2.04,0.07,7.94,-1.98,0.92,0.9,fallb
1.88,0.11,8.05,-1.05,-4.95,-2.1,fallb
1.57,0.02,8.16,-3.44,-2.88,-3.15,fallb
2,0.17,7.98,-3,-4.33,-3.02,fallb
1.95,0.16,8.06,-3.63,-1.92,1.02,fallb
2.18,0.17,7.75,-1.21,-8.56,-2.01,fallb
1.7,0.07,8.37,-1.02,0.24,-0.34,fallb
2.24,0.11,7.87,-4.77,0.91,0,fallb
2.29,0.23,7.73,-3.08,-2.35,-0.36,fallb
2.04,0.18,8.05,-0.83,-3.69,-0.11,fallb
2.02,0.11,8.07,-0.96,-3.84,0.53,fallb
2.16,0.12,7.98,-1.09,-4.26,-0.09,fallb
2.01,0.09,8.02,-2.01,-2.71,-0.47,fallb
2.1,0.16,8,-3.27,0.5,-0.13,fallb
2.03,0.17,8.23,-2.45,-1.24,1.39,fallb
2.08,0.09,8.15,-1.06,-12.11,0.5,fallb
2.68,-0.03,7.81,1.53,0.21,-4.82,fallb
2.32,0.08,8.17,-3.93,3.38,-2.44,fallb
2.61,0.27,7.77,-2.83,0.45,-0.24,fallb
2.16,0.2,7.83,-2.18,-9.08,0.18,fallb
2.27,0.16,7.97,-2.85,-0.05,0.42,fallb
2.37,0.21,7.83,-4.16,3.27,1.31,fallb
2.43,0.2,7.82,-2.47,-0.26,-0.95,fallb
2.11,0.2,8.12,-1.5,-3.05,-0.31,fallb
2.11,0.14,7.89,-3.21,-0.31,0.17,fallb
2.54,0.08,7.39,-2.5,-2.66,-0.53,fallb
2.19,0.12,7.82,-0.07,-7.33,-0.9,fallb
2.26,0.13,8,-2.93,-1.2,0.21,fallb
2.21,0.15,7.87,-2.02,-2.59,-0.09,fallb
2.11,0.11,8.04,-1.67,-3.48,-0.21,fallb
2.41,-9.28,-1.01,-1.54,-12.74,-4.11,fallb
2.69,-9.85,-1.03,-6.98,-9.27,-6.15,fallb
2.61,-9.55,-0.78,-13.11,4.93,-3.72,fallb
2.63,-9.8,-0.62,-13.26,16.48,-8.08,fallb
2.49,-9.69,-0.58,-10.47,27.12,-14,fallb
2.34,-9.46,-0.75,-1.75,10.34,-21.2,fallb
2.7,-9.67,-1,-7.91,20.92,-14.05,fallb
2.34,-8.85,-0.73,-14.09,23.35,1.85,fallb
1.91,-7.69,-0.64,-3.56,7.16,-9.86,fallb
2.58,-8.4,-0.66,3.34,6.28,-32.05,fallb
3.92,-9.2,-0.46,-19.38,39.18,34.11,fallb
3.47,-10.07,-0.6,-30.55,101.08,51.73,fallb
2.91,-10.45,-0.24,0.99,75.79,22.92,fallb
2.44,-10.69,0,34.16,74.41,-22.55,fallb
2.74,-11.74,0.44,56.82,89.81,-55.51,fallb
-0.06,-10.47,-0.43,67.86,153.99,-79.11,fallb
-0.39,-10.13,-1.13,76.03,159.81,-42.08,fallb
-2.54,-7.93,0.8,115.09,101.22,-15.37,fallb
-3.83,-7.33,-2.09,114.66,-214.16,-121.4,fallb
4.76,2.85,6.48,54.37,34.58,-79.97,fallb
4.56,1.26,11.78,25.11,-250.14,-17.16,fallb
7.41,8.81,8.41,-80.05,95.18,-25.32,fallb
5.09,-5.15,1.2,6.6,-28.74,-16.08,fallb
6.26,-1.4,13.33,54.86,-21.48,-72.99,fallb
4.99,3.4,7.29,0.78,14.53,-69.62,fallb
8.5,1.2,3.38,10.31,-13.69,21.08,fallb
3.68,-0.96,8.44,4.74,7.51,10.3,fallb
5.05,-0.51,6.94,-5.31,5.22,-2.32,fallb
5.73,0.11,6.68,3.89,-10.88,-1.18,fallb
4.54,-0.88,7.1,-4.24,8.4,-2.05,fallb
3.59,0.13,7.27,3.55,-7.82,-11.36,fallb
5.58,-0.38,6.76,-13.45,14.44,1.38,fallb
5.73,-0.23,6.45,-5.82,1.32,6.97,fallb
4.8,-0.05,7.15,0.57,-4.29,0.66,fallb
5.31,-0.69,6.87,-0.64,4.19,2.8,fallb
5.2,0.09,6.73,2.02,-0.35,2.81,fallb
4.75,-0.08,6.99,-2.53,1.93,3.63,fallb
5.57,0.17,6.51,2.92,-7.15,1.24,fallb
5.3,-0.13,6.73,0.65,3.8,3.9,fallb
5.42,0.16,6.46,-6.46,16.44,12.83,fallb
4.11,-0.44,7.69,-6.2,13.85,8.06,fallb
4.7,-0.42,7.18,0.7,-13.63,-3.07,fallb
5.65,-0.4,6.78,-0.42,-8.73,3.73,fallb
5.07,-0.11,7.17,-2.73,3.49,2.21,fallb
4.94,-0.23,6.96,2.37,-5.53,0.24,fallb
5.54,-0.16,6.51,-1.61,1.82,-0.46,fallb
4.51,-0.27,6.89,-4.28,18.63,2.98,fallb
4.52,-0.33,7.04,-5.23,34.68,0.73,fallb
4.27,0.27,7.05,-8.15,26.17,-0.25,fallb
3.49,-0.8,7.39,-4.6,-6.16,-6.31,fallb
3.62,-0.19,7.27,-6.07,9.87,5.32,fallb
4.12,-0.31,6.99,-5.21,0.65,0.51,fallb
3.59,-0.31,7.72,-5.82,15.56,4.88,fallb
4.47,-0.34,6.99,-2.53,-9.2,3.15,fallb
4.38,-0.43,7.16,-0.5,-7.4,-1.92,fallb
4.35,-0.47,7.2,-2.45,-3.09,-0.47,fallb
4.09,-0.29,7.33,-3.66,0.3,0.49,fallb
4.28,-0.44,7.43,-3.79,-8.82,-2.3,fallb
3.8,-0.69,7.54,-0.08,-19.11,-3.78,fallb
5.38,0.23,6.62,7.16,-44.99,-3.53,fallb
5.65,-0.02,6.96,-0.96,-6.96,-2.3,fallb
5.79,0.04,6.38,0.64,-17.95,-2.93,fallb
6,0.15,6.5,-5.63,1.15,0.14,fallb
5.28,-0.17,6.4,-8.61,10.91,-6.29,fallb
4.72,0,7,-2.19,-2.14,0.27,fallb
5.58,-0.2,6.36,0.82,-7.51,0.12,fallb
5.5,0.09,6.39,-2.87,-0.75,-1.1,fallb
5.3,-0.21,6.69,-3.63,4.57,0.4,fallb
5.42,-0.14,6.63,1.53,-12.46,-2.93,fallb
5.56,-0.05,6.55,-2.73,-2.26,-0.04,fallb
5.6,-0.09,6.63,-0.54,-5.26,-1.7,fallb
5.72,0.04,6.44,-0.92,-3.99,-0.31,fallb
5.72,0.04,6.51,-1.38,-5.35,-1.44,fallb
5.72,0.09,6.34,-2.03,-3.63,0.15,fallb
5.69,0.01,6.5,-1.63,-8.02,-0.83,fallb
5.87,0.17,6.46,-3.17,-2.93,0.37,fallb
5.88,0.2,6.36,-4.05,-1.25,0.96,fallb
5.7,-0.16,6.38,-0.98,-7.03,0.33,fallb
6.15,0.15,6.16,-5.08,-2.16,-1.44,fallb
5.87,0.08,6.27,-3.82,2.31,2.71,fallb
6.08,-0.05,6.24,-0.35,-6.66,-0.22,fallb
6.22,0.37,6.32,-2.44,-1.03,1.25,fallb
5.78,-0.17,6.36,-0.2,-4.35,-0.79,fallb
6.14,0.15,6.05,-0.92,-5.79,-1.69,fallb
6.31,0.22,6.12,-3.54,2.67,0.52,fallb
6.02,-0.22,6.27,-1.25,-4.68,-2.47,fallb
5.89,0.24,6.45,-1.85,0.07,-0.27,fallb
5.99,0.07,6.17,-4.94,11.21,4.81,fallb
5.47,-0.02,7.07,-11.5,38.62,7.38,fallb
5.3,-0.16,6.72,0.76,-10.44,-0.58,fallb
5.57,-0.03,6.65,-2.22,-4.93,-0.01,fallb
5.12,0.01,7.13,-3,13.95,2.87,fallb
5.07,-0.08,7.04,-1.67,-2.79,-0.8,fallb
5.23,-0.05,6.7,-3.81,3.12,0.68,fallb
5.1,-0.12,6.8,-2.35,-2.63,-0.11,fallb
4.96,0.04,6.83,-4.98,4.41,2.11,fallb
2.08,-8.74,-0.7,14.32,-30,0.07,fallb
1.33,-9.09,-0.21,20.42,-27.69,8.89,fallb
1.52,-10.08,-0.01,19.56,-58.05,-14.36,fallb
2.04,-9.8,-0.22,5.47,-54.38,-1.85,fallb
2.3,-9.6,-0.08,-0.24,-30.08,-5.19,fallb
2.46,-9.77,0.22,-10.4,25.29,1.76,fallb
2.17,-9.43,0.25,-3.98,26.53,-7.03,fallb
2.14,-9.15,0.16,-9.87,48.56,-6.13,fallb
1.95,-9.48,0.1,-16.34,68.55,-1.37,fallb
1.87,-8.84,0.18,-16.98,108.82,-1.04,fallb
0.88,-6.71,0.53,-4.54,122.66,0.21,fallb
1.8,-9,0.21,10.66,116.43,14.59,fallb
0.31,-12.49,1.27,45.82,74.79,24.47,fallb
0.22,-8.98,1.15,56.31,8.5,3.44,fallb
-3.8,-9.03,2.69,76.58,174.98,-33.44,fallb
-3.83,-8.51,-0.08,120.46,-15.77,13.88,fallb
-3.58,-6.53,-2.29,119.78,-43.44,-22.53,fallb
1.69,-3.88,0.26,-17.32,83.57,-218.37,fallb
0.73,0.27,7.87,26.59,-31.56,-49.75,fallb
11.92,8.97,11.37,250.13,-250.14,-40.77,fallb
-2.31,-2.7,11.22,77.73,-5.41,-7.24,fallb
6.15,2.72,8.98,86.89,-90.24,-59.57,fallb
0.55,-2.45,7.21,17.94,-33.4,16.52,fallb
5.2,0.56,9.34,-44.82,56.64,-42.27,fallb
7.03,1.24,4.99,-3.3,-0.51,17.27,fallb
4.12,0.46,7.39,-2.01,2.48,1.19,fallb
5.89,0.92,6.45,4.86,-21.11,4.31,fallb
5.26,0.98,6.68,2.73,-14.67,0.66,fallb
5.2,0.85,6.48,-3.24,5.72,0.87,fallb
4.25,0.2,6.9,-21.39,63.44,4.82,fallb
2.87,0.23,8.26,-13.44,33.97,0.71,fallb
4.02,0.12,7.37,3.21,-19.47,-0.55,fallb
4.54,0.51,7.19,-5.09,-4.4,1.39,fallb
4.22,0.14,7.23,-3.02,-5.35,-0.78,fallb
3.95,0.2,7.36,-5.45,0.92,-1.66,fallb
4.47,0.24,7.21,-3.41,-0.75,-1.95,fallb
4.33,0.15,7.27,-5.02,3.77,-0.69,fallb
4.37,0.28,7.21,-1.79,-6.06,0.14,fallb
4.2,0.14,7.32,-3.19,-3.01,0.88,fallb
4.18,0.18,7.29,-2.56,-1.78,-1.08,fallb
4.18,0.24,7.33,-4.44,-2.73,-0.98,fallb
4.5,0.19,7.19,-3.17,-2.45,-0.18,fallb
4.25,0.12,7.33,-4.24,-1.37,-0.09,fallb
4.7,0.1,7.04,-6.13,1.02,-0.79,fallb
4.09,0.11,7.37,-4.62,2.08,0.41,fallb
4.47,-0.03,7.3,-3.49,1.97,3.03,fallb
3.99,0.22,7.61,3.93,-11.3,3.14,fallb
4.04,0.07,7.33,-4.68,0.24,2.51,fallb
4,-0.01,7.51,0.1,-15.35,-5.02,fallb
4.41,0.2,7.11,-1.72,-9.16,-2.18,fallb
4.54,0.19,6.95,-1.73,-6.68,-1.09,fallb
4.52,0.15,7.11,-2.08,-4.05,0.21,fallb
4.67,0.24,7,-2.76,-1.85,-0.72,fallb
4.83,0.21,6.89,-3.03,1.65,0.05,fallb
4.6,0.23,7.09,-2.05,-1.41,0.71,fallb
4.41,0.18,7.17,-3.43,3.21,1.26,fallb
4.63,0.16,7.1,-4.06,1.38,-1.02,fallb
4.64,0.1,6.92,1.88,-13.89,-2.65,fallb
4.7,0.17,7.09,-4.16,2.92,1.39,fallb
4.83,0.13,7,-2.39,-4.34,-0.99,fallb
5.11,0.19,6.77,-0.31,-6.79,-1.2,fallb
4.76,0.18,6.96,-2.01,-4.3,0.99,fallb
4.69,0.19,7.07,-1.83,-2.34,-2.14,fallb
4.96,0.25,6.92,-3.91,1.7,-0.04,fallb
4.98,0.28,6.76,-2.73,-1.26,-0.76,fallb
5,0.19,6.89,-1.89,0.16,-1.05,fallb
4.78,0.31,6.93,-4.96,5.59,1.85,fallb
4.69,0.24,7.08,-2.73,-0.67,0.34,fallb
4.55,0.15,7.21,-4.18,0.97,0.99,fallb
4.74,0.17,7.08,-3.16,0.95,-0.73,fallb
4.48,0.12,7.23,-5,5.5,0.08,fallb
4.49,0.14,7.07,-2.44,-2.24,-0.39,fallb
4.51,0.07,7.19,-2.29,-2.59,-0.98,fallb
4.6,0.07,7.12,-2.37,-3.01,-0.49,fallb
4.55,0.08,7.18,-0.85,-6.11,0.43,fallb
4.63,0.09,7.13,-2.17,-2.81,0.6,fallb
4.6,0.21,7.18,-3.24,0.3,-0.23,fallb
4.71,0.13,7.16,-2.77,-1.14,0.11,fallb
4.78,0.11,7.05,-1.93,-2.76,-0.5,fallb
4.56,0.06,7.03,-3.37,2.4,0.1,fallb
4.45,-0.01,7.15,-0.02,-7.08,0.5,fallb
4.46,0.07,7.3,-2.33,-1.61,-0.02,fallb
